SurveyId,rID,AssignmentID,DurationInSeconds,StartTime,CompletionTime,CompCode
343150,A309I4VQD2I5FU,308XBLVESM98PZUFIM2HF6EWDZUBRB,217,1/27/22 15:58,1/27/22 16:01,R_vYpNn5lk0EElKIV
343150,A1DXKXWTAHA93N,3CCZ6YKWRBO0WJHKNVBILZEAXH995S,205,1/27/22 16:08,1/27/22 16:12,R_XQWPqM3HDnTJasp
343150,A1DUAMWOX0BORV,3VA45EW49RS4FOK7OXSOFZWIG0Q1OG,237,1/27/22 16:09,1/27/22 16:13,R_1F558gXhmXqnVRP
343150,A3QLAWQ4LD54VE,3SLE99ER0RIHRQG6S3WU19GVMGJZBY,422,1/27/22 16:08,1/27/22 16:15,R_1oANW1DMZWt1bTm
343150,A13HLHOYKN0N8X,3ZAZR5XV05N01V8C63SPCTMD41JZC5,449,1/27/22 16:08,1/27/22 16:16,R_1jm38eqA8jFZ5Zx
343150,A313RE1CDPB6C3,3NL0RFNU0JS2HWWBDNJX6GMC8FQ4KC,414,1/27/22 16:09,1/27/22 16:16,R_2e2mr4a4eL3s3Kz
343150,AV8PSFFXGZCN2,3QIYRE09Y7MMX3KVNISB0AWDQQL1N1,247,1/27/22 16:12,1/27/22 16:16,R_1dtabVApBXdCrEv
343150,A4VX0HIO63OL1,39GHHAVOMJW76CQTV2JL51MZTQQ4JD,588,1/27/22 16:08,1/27/22 16:18,R_3O0ndyyjkPKrQSL
343150,A3QRWG1VRXZC0U,3U0SRXB7CHAAQ8JCLC7Q61EQUOERNM,1067,1/27/22 16:11,1/27/22 16:28,R_A07cdhAvUyhhrlD
343150,A1U5L7YNB1QKOF,308XBLVESM98PZUFIM2HF6EWD06BRP,286,1/27/22 16:30,1/27/22 16:35,R_3Jw1HLK8MY0p4lr
343150,A2OHIYZUK51CSS,3VP0C6EFSK1BM70SHNPSIRYUTCWM6R,450,1/27/22 16:31,1/27/22 16:38,R_110xMyrAb6Oz6Dk
343150,A27L5ANUYK1OS7,3U088ZLJVOYCD88RJ0FYIOQUEBP0WW,499,1/27/22 16:32,1/27/22 16:41,R_1IELqv4tvjHWxNO
343150,AV181TBBJWHBV,32UTUBMZ7K10I6BWR67RG33ZY6RBVQ,203,1/27/22 17:02,1/27/22 17:05,R_BFkBkkKWwdHWbsZ
343150,ASYBYO8VA3E8V,351SEKWQS4MA7GF7RAX6OX8MAYRDMI,221,1/27/22 17:02,1/27/22 17:05,R_1KpR8MN15cflKv6
343150,A38240X9B0EBKE,339ANSOTR97WP3VQYCL10HWVDY4IKK,255,1/27/22 17:02,1/27/22 17:06,R_2ATJIv5QaW57BnN
343150,A3V57KKAW17T3W,3FIUS151DZ7DRQTCIX0JHDRMR4VGGN,284,1/27/22 17:02,1/27/22 17:06,R_3s1wbUXIEcNbJoR
343150,A30XIUDHZTSAE3,3ZV9H2YQQHC8U07O2NXHKMO1HNG3W1,287,1/27/22 17:02,1/27/22 17:06,R_XTc1CE65VDowGXv
343150,A3NEA835P84IEC,3YMU66OBIRDRRMON23I12D3N648GHM,596,1/27/22 17:01,1/27/22 17:11,R_3E6VCcORzh60Nhf
343150,A1YZ0ETOCJO1B2,3NVC2EB65U4CJ52OHOF55J9HSVG3Y0,567,1/27/22 17:02,1/27/22 17:11,R_YSo67ICyBIMEenD
343150,A17W89I9UWRR20,3SBEHTYCWR8R98K72RMS9PB6BDCYIU,520,1/27/22 17:09,1/27/22 17:17,R_3elRKdgLROC3UDW
343150,A14H0M3C43CELT,3PM8NZGV82LFQ1IGA35ZZDVJ0H5QXP,404,1/27/22 17:32,1/27/22 17:39,R_33DWQAh9Oah88WR
343150,A3PRQ2GSU42718,374TNBHA8F04Q68QFZR1IR2S2NZQYV,563,1/27/22 17:31,1/27/22 17:41,R_pPN6wuvzCitOP6N
343150,ANUA9X7BFPTR8,3OONKJ5DKGO5SM2ZQULDLB9R2DZOB6,787,1/27/22 17:29,1/27/22 17:42,R_1ddfss94fcGtBzB
343150,A2T2S3SNOS9Q2E,3VW04L3ZLXBZZYJSWH0RTLRCXKXXXY,191,1/27/22 17:52,1/27/22 17:55,R_3MgIvuCKu3N89JV
343150,A30Z7QRNVPKOFS,39L1G8WVWUWFTZRL5Z8WRWY7LAI31D,519,1/27/22 17:53,1/27/22 18:01,R_3foStXjyAMi8BdS
343150,AN86X4LGR5876,3AZHRG4CU8PFMA639G4WDRFXGIC30A,614,1/27/22 17:52,1/27/22 18:02,R_2yq5TN0airR8dhs
343150,A166A2M31CW2C7,3L2IS5HSFEN260BTP62VBC1A1O6NUC,557,1/27/22 18:00,1/27/22 18:09,R_30vGFvKlG62svKQ
343150,A3MXI2O3JZ0TZH,39ZSFO5CAC16NAK8A8A3I5KTS46JU9,211,1/27/22 18:18,1/27/22 18:22,R_3KNq84nRWi4sCgU
343150,A1AXMN1ULGIIW2,3LKC68YZ3E8XGP0ALLH98PMCCEROWW,603,1/27/22 18:18,1/27/22 18:28,R_1MKtwLwBC5IFYgw
343150,A1G0IC83KZ99KZ,3KJYX6QCMDG60P98FYK8ERMC6BFJVY,875,1/27/22 18:16,1/27/22 18:31,R_Qibrt2gMUI3sfCN
343150,A1FH9KWE0QJF26,3HRMW88U1AVG8WEDFY9B9QO3G9Y0MS,935,1/27/22 18:16,1/27/22 18:32,R_11gSmKZCoJNNzo8
343150,A2WNTI69VVVWMZ,3NVC2EB65U4CJ52OHOF55J9HSVVY3A,1082,1/27/22 18:20,1/27/22 18:38,R_30vmjvshYr67VKR
343150,ADBHCQXERJ7T3,3LRLIPTPEUEHJLCSMOTOJJ8C0QLAKU,438,1/27/22 18:46,1/27/22 18:54,R_1dGG4Vaia9t6QVO
343150,A14OLYK4JBX59P,3LWJHTCVCGRYQFRVA9ZDT6VCWCQFQ4,597,1/27/22 18:48,1/27/22 18:58, R_SNOqDC4adn0zQXf
343150,A33ZR75N99T5EZ,3Z7EFSHGNDJBW08X5L44F862W2LCXN,828,1/27/22 18:53,1/27/22 19:07,R_3MAm9hlBRescR0f
343150,A1MTUL1WZ5KR9V,3IOEN3P9SBOEQIE3O16UYZARV2016Z,441,1/27/22 19:15,1/27/22 19:23,R_tGndsz4qCjDrX7r
343150,A2T675UCHNTSSW,3IXQG4FA2X32LZYTO52VOLE27FZ9B1,860,1/27/22 19:11,1/27/22 19:26,R_1eVNpizRop647fv
343150,A3CF54XVUX6XY3,3N1FSUEFL95U3QQ1L6XA23RMO8X4D7,939,1/27/22 19:15,1/27/22 19:31,R_2ampKSjCejmDH3O
343150,A14E0Y5HPALKZN,3QXNC7EIPM011CVJQP5644IJGB709B,481,1/27/22 19:35,1/27/22 19:43,R_2zPlrvWfXQ1VfMd
343150,A3243HCN0T5GJJ,3I02618YA4B29LN65LFNF16514SPUX,581,1/27/22 19:42,1/27/22 19:52,R_2P7GbVeKpU2C2Dl
343150,A3HQXCWOIQKT4F,3RYC5T2D77YATTVP1RKIAQJLU5OPRT,531,1/27/22 19:46,1/27/22 19:54,R_2sSkXfhgfzpAvgM
343150,A12VQHPT0YHMIS,3TU5ZICBRH6PB0H82VT7JEEQ99Q8QV,358,1/27/22 19:59,1/27/22 20:05,R_3sb6G1XrDjzVm26
343150,AH4WMTDAVHVMD,3OXV7EAXLIVA0LSIB5KDMSPOTMM634,517,1/27/22 19:59,1/27/22 20:07,R_1LCOtnnlU9XXDzL
343150,A1MLU73USBI426,3MX2NQ3YCDZQXFZIQBHW120S4MC5XN,598,1/27/22 20:01,1/27/22 20:11,R_1Q6qhYyJL6yGGPa
343150,A03846191RWU57N8DCK72,339ANSOTR97WP3VQYCL10HWVDZ7IKP,257,1/27/22 20:26,1/27/22 20:30,R_2EHuucxcUodz0pq
343150,A320QA9HJFUOZO,3C44YUNSI5UGSJCKJQPY512HF45DPJ,304,1/27/22 20:27,1/27/22 20:32,R_3dXJbs5wY43aseM
343150,A2VA0NCPWJ8XZG,336KAV9KYUXNYN65DO10M94PMIK2YU,165,1/27/22 20:33,1/27/22 20:36,R_XiXcBHQf7fc5W6t
343150,A1T9BJRS4IL8VQ,3IGI0VL64BP7TVRWTKQMC69LJ3FNOY,270,1/27/22 20:55,1/27/22 21:00,R_3j9x5aJxKCiPOml
343150,A2QX2B50DM45E2,3CFVK00FWPQRGPI7HBODIEJ5T8LL65,1106,1/27/22 20:55,1/27/22 21:13,R_33meCW4hv1veD6o
343150,A3UF6IVQI5JLS7,3KB8R4ZV1ICH09L12B85G20PBSAGBF,1112,1/27/22 20:55,1/27/22 21:13,R_1lfNJhQI2YdX5XU
343150,A3T7YN3JIEGLRB,3AMW0RGHOH7PEV3X8K3116EBT8BNPF,944,1/27/22 21:00,1/27/22 21:16,R_1GBmwqtdWVdOjkw
343150,A2LWIPV231PM6A,3OS46CRSLJ4UCUU1VFQJ5NH7K6R6VD,726,1/27/22 21:21,1/27/22 21:33,R_2aglscPd4R3NvyN
343150,A3VDG4N48AVYGQ,384PI804XW6J6RRIZV5XLZN98ZAS0S,774,1/27/22 21:21,1/27/22 21:34,R_2wblMCJOM8E3IYE
343150,A1NRWXWPCAXDYP,32VNZTT0AB9O409637SU7S8Q3984RX,847,1/27/22 21:21,1/27/22 21:35,R_8wRcfp1r8yl6LXb
343150,A21KF567E8ZCLO,3CCZ6YKWRBO0WJHKNVBILZEAXJZ95M,426,1/27/22 21:49,1/27/22 21:57,R_1qaktLTG6r1en7z
343150,ADB27NA714ALK,30ZX6P7VFC0X3YB6RO0XCMP19EKJ2Q,330,1/27/22 21:53,1/27/22 21:59,R_3qE9LrF8Y5Tq4wW
343150,A2RBF3IIJP15IH,38SKSKU7R52799D8JCX2FH9A2ZMIL2,693,1/27/22 21:49,1/27/22 22:01,R_RFH2z5gzGEzs50d
343150,A3UXYX3EQAHVEH,3ZAZR5XV05N01V8C63SPCTMD43BZC1,250,1/27/22 22:13,1/27/22 22:17,R_3fPoBzexnSlACJK
343150,APHOTULGVIEVH,33PPUNGG3CA47XXVO0IK1OLZ44ERZZ,472,1/27/22 22:12,1/27/22 22:20,R_33lPYDge1HYAkFP
343150,A23BWWRR7J5XLS,39ASUFLU61CQTYSB1CAZ5W65HFQXEV,768,1/27/22 22:15,1/27/22 22:28,R_3JsDUOc6WmkYtbe
343150,A268H7Y4AXO0ZT,3JPSL1DZ5W4IRRXVJ1L4BBPGUMINA6,941,1/27/22 22:13,1/27/22 22:29,R_3iJdLCheGcoJKva
343150,A28RL79ONUXTET,32ZKVD547JSG6X9D7W1LX8BG7NF3B4,638,1/27/22 22:40,1/27/22 22:50,R_tKBQQIL2XvCxbxf
343150,A49HPQ9P5AHU4,3LRLIPTPEUEHJLCSMOTOJJ8C0RGAKR,641,1/27/22 22:40,1/27/22 22:50,R_2dKHvx7xi4YTjFe
343150,A1E3MR98PNWZBD,3NG53N1RLZO4BOGT2IEIJ9OG4DM8PM,728,1/27/22 22:42,1/27/22 22:54,R_2aFhSqbiz3HrPYY
343150,A1C21CUJUJH5MM,308XBLVESM98PZUFIM2HF6EWD1VBRG,589,1/27/22 22:45,1/27/22 22:55,R_TtMmm7n9JXluy4N
343150,A36R9RJ2AVAJJU,3WJ1OXY92ELXOKARDZWLTEZL5ROA8A,340,1/27/22 23:07,1/27/22 23:12,R_1Cg5UDZA1bx6nAl
343150,AUU3FYNZXKENO,37XITHEIS0ERZ4MLWMYCQQKEVMXCRQ,752,1/27/22 23:06,1/27/22 23:18,R_DqnfEB3dBfDmmHf
343150,A2CEGS0NVDBCPT,3YT88D1N0C3HZ0D7D9EEWBU6UHQK37,1195,1/27/22 23:06,1/27/22 23:25,R_22shjSpVL8qoyAl
343150,A2FVE137AWWXU3,3OVHNO1VEA6A6NEQ6ZN0WZ4VP3TZD7,218,1/27/22 23:29,1/27/22 23:32,R_2pK4XL3OVGwrpy8
343150,AG36U7IOG2LAP,3NKQQ8O392ATKOKG0COSF7PGNLFDUX,611,1/27/22 23:29,1/27/22 23:39,R_1CdxzndI6pjMFHB
343150,AMO7PJYOU0X29,39DD6S19JTGFYTSQ2UYK2HMGPFUZE0,521,1/27/22 23:32,1/27/22 23:41,R_1OE1IdZWzyO9Uzm
343150,AHZK3Z1KHJ0BO,37UEWGM5HXD7C1CNGP9S9U1NRP9R1I,195,1/27/22 23:52,1/27/22 23:55,R_1mPH9HNkTFqQAmP
343150,A2B6WQG0A9CKXQ,3A1PQ49WVLMUN7YKKKXYVQZH4GC1HW,253,1/27/22 23:52,1/27/22 23:56,R_1PY0UVDgIiN1MI3
343150,A195MOXRMNHRVT,3KRVW3HTZRQG95YPO0SVJWUMB2OSMG,192,1/27/22 23:58,1/28/22 0:01,R_A4FywSSxbDGYI6J
343150,A2TPX6V3T3FO2Y,3VW6495TLN5DZ8ZC698VVD5U1XXYYP,350,1/27/22 23:56,1/28/22 0:02,R_1oF1K0QF3HNtrgN
343150,A3N376YIMW5T2N,30X31N5D67VF74P0RX2QA5ZMHL0ASF,485,1/28/22 0:15,1/28/22 0:23,R_1LMbNHntME7m5nj
343150,A3IEY9GDK4ZNV4,3PB5A5BD0ZBUYXIBPUWPB0ETS20G7A,337,1/28/22 0:18,1/28/22 0:24,R_3Hh2RgGSIfD4jhv
343150,A2PTABUVOUYAH5,34J10VATJJ3I06TLBH5YW384C6NQIF,501,1/28/22 0:44,1/28/22 0:52,R_1n6dnWmsSrAccjm
343150,A231JF1KJYSHNH,3R6P78PK7OGHWVFI2XZQGW6BH0UTG4,956,1/28/22 0:45,1/28/22 1:01, R_DoZ3JFNQWnq9dpT
343150,A1FLFFDM3S6Q3D,3MMN5BL1W39CPODAYLRUBOMAJNUM3P,770,1/28/22 0:52,1/28/22 1:05,R_1pRHysoh3BQl3n2
343150,A17FGZ1I5P9RZA,3Q5ZZ9ZEVSK0IEYAI354L3JZDEY85F,417,1/28/22 1:12,1/28/22 1:19,R_1Ng2OYlKaty9Fko
343150,A3ODG2XAXEP382,33CUSNVVNRHJ5WHCG1C7XNTQF4Z88H,561,1/28/22 1:12,1/28/22 1:21,R_2TvehMj5Md0PaTD
343150,AGOM08BYMFIU3,3ZGVPD4G6XMHNCANSPNF13MHSQRZT2,294,1/28/22 1:20,1/28/22 1:25,R_1DCQdtxdrc1L18x
343150,A2CDM78GVCICO5,31T4R4OBOWLHHL26N806L9TEUBHC77,315,1/28/22 1:38,1/28/22 1:43,R_Wj0kOWS6EQgOYDv
343150,A35CHBMYRAXDNZ,352YTHGROZIBF6V372G0TO6KG1W4HO,153,1/28/22 1:41,1/28/22 1:44,R_2cc5uoc0sRWT0eA
343150,A2DQ6ABHXR30KX,3PM8NZGV82LFQ1IGA35ZZDVJ0JWXQR,178,1/28/22 1:45,1/28/22 1:48,R_WDtCAx9WxgfGJk5
343150,A8H3TDQ3213KV,33M4IA01QK6F22XGNIUZ435OW5YXRS,150,1/28/22 1:48,1/28/22 1:51,R_3R9pRsUL67OMQzN
343150,A2KC5U2XDA3NPY,39ASUFLU61CQTYSB1CAZ5W65HG9EXX,805,1/28/22 1:38,1/28/22 1:51,R_27kC0GA7DSTWvXb
343150,A1NXKYUAF4Y3NR,3RSDURM96ERFT3IL68W1OADEJM3EY3,415,1/28/22 1:48,1/28/22 1:55,R_3ERQbkt689heYr7
343150,A334V4Z119Y4G8,3K9FOBBF2LOZNAOZGSAUKP5ROZ2NLB,158,1/28/22 1:59,1/28/22 2:02,R_2QxFMm9qtndAOP1
343150,A2S37P50AYCUYV,3EF8EXOTT50QEDTA8K0J73FWH9SJ1X,246,1/28/22 2:00,1/28/22 2:04,R_r6LmfVdtKsHRACB
343150,A28C4YC9WPNYG2,3IO1LGZLKD2W1IYONMF9D9XZ99E68Y,308,1/28/22 1:59,1/28/22 2:04,R_1IGITSFyOAF93hZ
343150,A53S7J4JGWG38,3G2UL9A02HJS14T5DHN3Z914YP867B,401,1/28/22 1:59,1/28/22 2:05,R_12nURdOMmsEsl39
343150,A28CY58XWW8D5K,3ZQIG0FLQILS6997MX3N3HGK89AVWV,377,1/28/22 2:24,1/28/22 2:31,R_1JL77cbbQv4ncPC
343150,A1N6LEU6CYVTNW,3LEP4MGT3K5EOPBA0L7XAHXSY1PBDX,322,1/28/22 2:25,1/28/22 2:31,R_2e8BY4Uau96upk6
343150,A3A2448SG6QG9B,3WT783CTPFM4JX5W0PCMQBFAD1DBCX,662,1/28/22 2:24,1/28/22 2:35,R_vraOBkiJ9AkvMK5
343150,ATSG82EPAM963,39OWYR0EPOW7ZHIH1JG76SYEVNMYF9,685,1/28/22 2:24,1/28/22 2:36,R_2uVrKdNnLZ5uXKr
343150,A3H7WFRISBGM1K,39K0FND3ALKC99CV7064YW0GPX0MAZ,186,1/28/22 2:50,1/28/22 2:53,R_2saIUBTzzaNujXq
343150,A1NSSMDH63PVB0,3O7L7BFSHIUT333G2QAY2MJQT3EEI6,237,1/28/22 2:50,1/28/22 2:54,R_1rAZ3C5bBRoqUEl
343150,A2S5IX5UR700HP,308Q0PEVBCIC87CZUFUCA8IF26Y9IR,427,1/28/22 2:50,1/28/22 2:57,R_3iJSy8VOeMtBnFb
343150,A3G7D9IJVZTUG5,3XLBSAQ9Z8HUPEDGFMKEW7UZ3TEZ74,391,1/28/22 3:14,1/28/22 3:21,R_3K5fsXpJLPfbA9X
343150,A23ZE8H06K7HOX,3Z4XG4ZF4CW9KXIKO9OZDMAJ6DN8X4,625,1/28/22 3:14,1/28/22 3:24,R_29n8rPH75kkwxUQ
343150,ARYUQ3EDA5FO5,38YMOXR4MY47RJU6LPVFRP0LRGR6WN,623,1/28/22 3:15,1/28/22 3:25,R_23aeGxROtwna2ac
343150,A1WFMEPOQRAQZV,3ZPBJO59KT6OF2EW0DHTWS0QTE1DHM,622,1/28/22 3:16,1/28/22 3:26,R_1ON7eyFyKUKMb85
343150,A1MXMSRSG60UXY,3NPI0JQDASAN988H5GPDA5K3IRYTPP,1023,1/28/22 3:14,1/28/22 3:31,R_1H7duo7TyYdAQ81
343150,A1OCTZJECW8ZAY,3PM8NZGV82LFQ1IGA35ZZDVJ0JCQX0,268,1/28/22 3:42,1/28/22 3:47,R_3jZL2GIq5uBH4Hf
343150,A1T9QAVMYHHQFT,3GLB5JMZF10AF6JLG7ZBBSOPEERDGQ,296,1/28/22 3:44,1/28/22 3:49,R_WeoNCVWAGFjyJSF 
343150,ABQ2HV2GH5BEK,3ITXP059P0OQ8XS4L3F3342579ISJ3,429,1/28/22 3:42,1/28/22 3:49,R_2aVaXxcAlqzwbN1
343150,A22Q2NFQXB84UU,3AAPLD8UCGMVWRATM3H81WICW0STHO,353,1/28/22 3:45,1/28/22 3:51,R_2TQNrxT90hLplt7
343150,A3311YWVCI9JKJ,3H7Z272LXBCZQV0CW7NMOEAMOEGLPI,825,1/28/22 3:42,1/28/22 3:56,R_tEBPgRw5cDdJKvL
343150,A1YY9C43J4LJTF,3XC1O3LBOWRXINTJDOW6TOBJDH4LTQ,622,1/28/22 4:04,1/28/22 4:14,R_1omYt4N8eJLKuyL
343150,A34XT1V6PZTCEK,3TMFV4NEPCJUVXDUE4SDB3WCXBO8WI,728,1/28/22 4:05,1/28/22 4:17,R_3MQzZRyn9jE8U59
343150,A2KZN3UH5NGC9,39JEC7537Y6JSB32563MRN9HGT9VC3,32,1/28/22 4:32,1/28/22 4:32,A2KZN3UH5NGC9
343150,A20JQVMBC3QPTJ,3Y4W8Q93L3PTX39G52YXBTRZ1TLVD3,422,1/28/22 4:36,1/28/22 4:43,R_2zuJXVm6seFhUPs
343150,A6BMKZ98EUDU7,33JKGHPFYGZJTS6KG4B9K2KGO4BNMW,265,1/28/22 4:39,1/28/22 4:43,R_eksOg4XjB2McDfj
343150,A7L040HRTVJ8,3K9FOBBF2LOZNAOZGSAUKP5ROZLNLU,429,1/28/22 4:40,1/28/22 4:48,R_123fxhEHeq2IAhd
343150,A1ZLLYRW6GIVC7,3X0H8UUIT5TCEHS3S2YISUWD95XWS8,1180,1/28/22 4:33,1/28/22 4:52,R_3ee2LazE7GgBPs5
343150,A2K8K4K2RWM81G,37C0GNLMHJ88IDUF4UQPZ1B0K0XD6X,339,1/28/22 4:54,1/28/22 4:59,R_3FR1yeUGEXerViG
343150,A2U0YMMJ5B1UXL,3QY5DC2MXVPQI8YCRIJI37S1ZZVFUC,344,1/28/22 5:00,1/28/22 5:05,R_3ps7CxqCZuCmKZX
343150,ACGKGUMLT1A3N,326O153BMM3CVSNUAC9NBP3D1YODEL,55,1/28/22 5:23,1/28/22 5:24,ACGKGUMLT1A3N
343150,A1LFWULX9DYUX4,33CUSNVVNRHJ5WHCG1C7XNTQF4T88B,627,1/28/22 5:21,1/28/22 5:32,R_1rqYBsgeWXGjEL9
343150,AJYERCY2CHGBE,3L2IS5HSFEN260BTP62VBC1A1QKNUU,734,1/28/22 5:21,1/28/22 5:33,R_UEi7yhIHEQUDGz7
343150,A12EORNK4592TO,3GNA64GUZI96OIY64XM47U4Z7KEQ52,1035,1/28/22 5:21,1/28/22 5:38,R_12aOhQDJkUtrptM
343150,A3ITXGWH92I9TD,3SBEHTYCWR8R98K72RMS9PB6BG3YIR,226,1/28/22 5:50,1/28/22 5:53,R_1eQ1SQe9zLMRpq5
343150,A2VURS4COPCGJT,3FE7TXL1LMSEPLFJMEK69N1NNBPQ25,377,1/28/22 5:53,1/28/22 5:59,R_z0c0n9Xqix5fwQx
343150,A3FYXMCBHCPO6I,3OE22WJIGMTN9XOL5YUCF6WF629UQS,1189,1/28/22 5:46,1/28/22 6:06,R_1DSGnFipYMzksPn
343150,A92OK8938MJWH,3GM6G9ZBKR2HO5B4D0XLT1Q8DN5MT6,1185,1/28/22 5:46,1/28/22 6:06,R_2qrBZRWPU6zzoUN
343150,AQDLY1SIU0CMB,32EYX73OY4ENLY3LIDJCKW6K2OBURT,864,1/28/22 5:52,1/28/22 6:07,R_9A1rP2gaYKOGEEh
343150,A2WWF3VDTB2MPD,3JNQLM5FT8R3YOZ6U9CAS12TD552LV,39,1/28/22 6:16,1/28/22 6:16,A2WWF3VDTB2MPD
343150,A3O98IWC1JJGE2,3WSELTNVR77GM42FGX7GKAV8J6ITAV,470,1/28/22 6:10,1/28/22 6:18,R_2c1kFcpoZKbPpd0
343150,A1YD90IM2UFZJI,3ZV9H2YQQHC8U07O2NXHKMO1HQ8W3S,544,1/28/22 6:10,1/28/22 6:19,R_3rJ8qFTixAiRIE6
343150,AQXSE8R0MDUWN,3F0BG9B9MTSUKO3BJ0IVI0LXX0UY7Y,860,1/28/22 6:21,1/28/22 6:35,R_r0BLtXMHZ2J9tVD
343150,A3H03ODAIIZIE,32XVDSJFP32N46HRULDPSEHIDAYM2K,521,1/28/22 6:37,1/28/22 6:45,R_3PyRgzglmGWsHqm
343150,AJE7U349B3KYF,3VJ40NV2QMS5O8WGQGCYL5FD8NQOTT,771,1/28/22 6:37,1/28/22 6:50,R_z5TMwdRI9TN6jwB
343150,A3E7NMUTFWAC3U,37XITHEIS0ERZ4MLWMYCQQKEVOACR7,804,1/28/22 6:37,1/28/22 6:50,R_1QaXL7OYCIzfmrc
343150,A1EEGUHNFWHN4C,36NEMU28XJI9GMFY852WGLX7HHTWMC,807,1/28/22 6:43,1/28/22 6:56,R_2Ez7liVS4Tzqu7d
343150,A1RG6RY7OLDTY4,3Q8GYXHFET72UHONZFL9NPFI36PC5X,300,1/28/22 7:07,1/28/22 7:12,R_3fUegjpATgSUB8S
343150,AA1XATGGO13NO,3U8YCDAGXTL7TBC57RGSQZ88QDEQ0U,910,1/28/22 7:01,1/28/22 7:16,R_Xvras2ssCbFXa1P
343150,A1YZLJAJURK720,3FPRZHYEP2CVFB7JCDSLYK5NAHDV3O,927,1/28/22 7:01,1/28/22 7:17,R_2rwkFsMsI6PtEsh
343150,A20ORZHAIKPSUC,3TUI152ZZFS700XN3AKS44RIV5KQ1X,989,1/28/22 7:02,1/28/22 7:19,R_3HN63nTQYCnFRq6
343150,ADQ33NIFOVBA8,37FMASSAYGWVW0RWSZ881ED5Q7UIB5,512,1/28/22 7:13,1/28/22 7:21,R_WvW2Xi4yizVWmlz
343150,A1O8UCJE4SB5VO,3AAPLD8UCGMVWRATM3H81WICW1HTHF,181,1/28/22 7:23,1/28/22 7:26,R_STVgbnsrYORN9SN
343150,AW081A2YEZT14,3R6P78PK7OGHWVFI2XZQGW6BH14TGG,220,1/28/22 7:23,1/28/22 7:27,R_3GCVr2tSi9Hwkjw
343150,A3PU3BSQMD9SK,324G5B4FB7DXNT7QBS7MQ8RDLNP079,223,1/28/22 7:23,1/28/22 7:27,R_2B8pZIghz9qdMvt
343150,A3B51QM6SOSI9H,3VHHR074H7MAKPWC0LT5OSJ1OLZL72,226,1/28/22 7:24,1/28/22 7:28,R_Q9NTHPGh5yEpok1
343150,A1TH0DK8GN47NA,3L2IS5HSFEN260BTP62VBC1A1RXNU9,267,1/28/22 7:24,1/28/22 7:29,R_2qyK3kPSt8FsKxG
343150,A3MJI12H6I4BL3,3K4J6M3CXIYCHZG9WX89LRGJTCJGAI,333,1/28/22 7:24,1/28/22 7:29,R_XtPOpRy8SqqyTfz
343150,A3BHC26JY7KFST,3JAOYWH7VM9EY8K5FIRP2OA7JBNL9E,908,1/28/22 7:23,1/28/22 7:38,R_es5pQlTVOkpKNFv
343150,A70TBKPGWQZO4,32SCWG5HIL9H7AX593HKZVSPYKIP67,272,1/28/22 7:42,1/28/22 7:46,R_3em1FQl22OZ42Cn
343150,A2X1FM7UB1FOVM,34YB12FSQ2TDJ0PYT0YEUIBJNTAMGA,1149,1/28/22 7:47,1/28/22 8:06,R_bydtzcgasZ6xydb
